SPCD,COMMON_NAME,Species,SPECIES_SYMBOL,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,SFTWD_HRDWD,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT
7915,streambank colicwood,Myrsine fernseei,MYFE,37,,H,8,,,,,,,,,,,
7916,Koolau Range colicwood,Myrsine fosbergii,MYFO,37,,H,8,,,,,,,,,,,
7918,Wahiawa Bog colicwood,Myrsine helleri,MYHE3,37,,H,8,,,,,,,,,,,
7919,Kauai colicwood,Myrsine kauaiensis,MYKA,37,,H,8,,,,,,,,,,,
7920,Kokee colicwood,Myrsine knudsenii,MYKN,37,,H,8,,,,,,,,,,,
7921,Lanai colicwood,Myrsine lanaiensis,MYLA3,37,,H,8,,,,,,,,,,,
7922,kolea lau nui,Myrsine lessertiana,MYLE2,37,,H,8,,,,,,,,,,,
7923,Hanapepe River colicwood,Myrsine mezii,MYME2,37,,H,8,,,,,,,,,,,
7924,swamp colicwood,Myrsine petiolata,MYPE3,37,,H,8,,,,,,,,,,,
7925,Molokai colicwood,Myrsine pukooensis,MYPU2,37,,H,8,,,,,,,,,,,
7926,kokea lau lii,Myrsine sandwicensis,MYSA2,37,,H,8,,,,,,,,,,,
7927,colicwood,Myrsine spp.,MYRSI,37,,H,8,,,,,,,,,,,
7928,Mt. Kahili colicwood,Myrsine wawraea,MYWA,37,,H,8,,,,,,,,,,,
7929,Myrsine palauensis,Myrsine palauensis,MYPA7,37,,H,8,,,,,,,,,,,
7932,Nectandra coriacea,Nectandra coriacea,NECO,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7933,shinglewood,Nectandra hihua,NEHI2,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7934,Nectandra krugii,Nectandra krugii,NEKR,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7935,Nectandra membranacea,Nectandra membranacea,NEME3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7936,Nectandra patens,Nectandra patens,NEPA4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7939,Nectandra turbacensis,Nectandra turbacensis,NETU,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7940,saltwood,Neea buxifolia,NEBU,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7942,fao,Neisosperma oppositifolia,NEOP,37,,H,8,,,,,,,,,,,
7944,kadam,Neolamarckia cadamba,NECA7,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7946,aquilon,Neolaugeria resinosa,NERE2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7948,afa,Neonauclea forsteri,NEFO2,37,,H,8,,,,,,,,,,,
7952,Rambutan,Nephelium lappaceum,NELA7,37,,H,8,,,,,,,,,,,
7953,pulasan,Nephelium ramboutan-ake,NERA3,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7954,maaloa,Neraudia melastomifolia,NEME5,37,,H,8,,,,,,,,,,,
664,prairie crab apple,Malus ioensis,MAIO,29,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
680,mulberry spp.,Morus spp.,MORUS,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185
681,white mulberry,Morus alba,MOAL,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185
682,red mulberry,Morus rubra,MORU2,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185
683,Texas mulberry,Morus microphylla,MOMI,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185
684,black mulberry,Morus nigra,MONI,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
690,tupelo spp.,Nyssa spp.,NYSSA,31,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108
691,water tupelo,Nyssa aquatica,NYAQ2,31,112,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108
692,Ogeechee tupelo,Nyssa ogeche,NYOG,31,151,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
693,blackgum,Nyssa sylvatica,NYSY,31,113,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108
694,swamp tupelo,Nyssa biflora,NYBI,31,114,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108
701,eastern hophornbeam,Ostrya virginiana,OSVI,25,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
711,sourwood,Oxydendrum arboreum,OXAR,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
712,"paulownia, empress-tree",Paulownia tomentosa,PATO2,27,144,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
715,Maytenus palauica,Maytenus palauica,MAPA28,37,,H,8,,,,,,,,,,,
718,kesiamel,Osmoxylon truncatum,OSTR,37,,H,8,,,,,,,,,,,
720,bay spp.,Persea spp.,PERSE,33,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
721,redbay,Persea borbonia,PEBO,33,127,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
722,"water-elm, planertree",Planera aquatica,PLAQ,33,151,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
729,sycamore spp.,Platanus spp.,PLATA,36,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
730,California sycamore,Platanus racemosa,PLRA,36,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
731,American sycamore,Platanus occidentalis,PLOC,36,116,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
732,Arizona sycamore,Platanus wrightii,PLWR2,36,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
740,cottonwood and poplar spp.,Populus spp.,POPUL,36,221,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
741,balsam poplar,Populus balsamifera,POBA2,32,117,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
742,eastern cottonwood,Populus deltoides,PODE3,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
743,bigtooth aspen,Populus grandidentata,POGR4,32,119,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
744,swamp cottonwood,Populus heterophylla,POHE4,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
745,plains cottonwood,Populus deltoides,PODEM,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756
746,quaking aspen,Populus tremuloides,POTR5,32,119,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
747,black cottonwood,Populus balsamifera,POBAT,36,137,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756
748,Fremont cottonwood,Populus fremontii,POFR2,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756
749,narrowleaf cottonwood,Populus angustifolia,POAN3,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756
752,silver poplar,Populus alba,POAL7,36,118,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
753,Lombardy poplar,Populus nigra,PONI,36,146,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089
755,mesquite spp.,Prosopis spp.,PROSO,38,157,H,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075
756,honey mesquite ,Prosopis glandulosa,PRGL2,38,157,H,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075
757,velvet mesquite,Prosopis velutina,PRVE,38,157,H,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075
758,screwbean mesquite,Prosopis pubescens,PRPU,38,157,H,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075
760,cherry and plum spp.,Prunus spp.,PRUNU,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
761,pin cherry,Prunus pensylvanica,PRPE2,25,154,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
762,black cherry,Prunus serotina,PRSE2,33,121,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
763,chokecherry,Prunus virginiana,PRVI,25,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
764,peach,Prunus persica,PRPE3,25,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
765,Canada plum,Prunus nigra,PRNI,25,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6398,scorpionbush,Carmona spp.,CARMO,37,,H,8,,,,,,,,,,,
6399,fish tail palm,Caryota mitis,CAMI36,37,,H,8,,,,,,,,,,,
6400,Caryota,Caryota spp.,CARYO,37,,H,8,,,,,,,,,,,
6401,fishtail palm,Caryota urens,CAUR3,37,,H,8,,,,,,,,,,,
6402,rabo de ranton,Casearia aculeata,CAAC3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6403,gia verde,Casearia arborea,CAAR8,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6405,keuert,Casearia cauliflora,CACA28,37,,H,8,,,,,,,,,,,
6406,wild honeytree,Casearia decandra,CADE11,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6407,Guyanese wild coffee,Casearia guianensis,CAGU2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6408,Casearia,Casearia spp.,CASEA,37,,H,8,,,,,,,,,,,
6410,crackopen,Casearia sylvestris,CASY2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6415,golden shower,Cassia fistula,CAFI3,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6417,pink shower,Cassia grandis,CAGR11,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6418,apple blossom,Cassia javanica,CAJA3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6419,gold medallion tree,Cassia leptophylla,CALE49,37,990,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6420,kassod tree,Cassia siamea,CASI4,37,,H,8,,,,,,,,,,,
6422,Cassia,Cassia spp.,CASSI,37,,H,8,,,,,,,,,,,
6425,marbletree,Cassine xylocarpa,CAXY,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6427,goatwood,Cassipourea guianensis,CAGU3,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6429,goatbush,Castela erecta,CAER3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6430,Panama rubbertree,Castilla elastica,CAEL5,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6433,river sheoak,Casuarina cunninghamiana,CACU8,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6434,beach sheoak,Casuarina equisetifolia,CAEQ,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6437,"gagu,australian pine",Casuarina litorea,CALI8,20,,S,8,,,,,,,,,,,
6439,Haitian catalpa,Catalpa longissima,CALO8,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6441,trumpet tree,Cecropia obtusifolia,CEOB,37,,H,8,,,,,,,,,,,
6443,pumpwood,Cecropia schreberiana,CESC9,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6444,pumpwood,Cecropia spp.,CECRO,37,,H,8,,,,,,,,,,,
6445,Spanish cedar,Cedrela odorata,CEOD,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6447,pochote,Ceiba acuminata,CEAC4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6448,pochote,Ceiba aesculifolia,CEAE2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6449,kapoktree,Ceiba pentandra,CEPE2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6452,Celtis paniculata,Celtis paniculata,CEPA6,37,,H,8,,,,,,,,,,,
6454,almex,Celtis trinervia,CETR3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6457,St. John's bread,Ceratonia siliqua,CESI3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6459,chuti,Cerbera dilatata,CEDI12,37,,H,8,,,,,,,,,,,
6460,emeridech,Cerbera floribunda,CEFL2,37,,H,8,,,,,,,,,,,
6461,leva,Cerbera manghas,CEMA20,37,,H,8,,,,,,,,,,,
6462,chiute,Cerbera odollam,CEOD2,37,,H,8,,,,,,,,,,,
6463,Cerbera spp.,Cerbera spp.,CERBE,37,,H,8,,,,,,,,,,,
6468,lady of the night cactus,Cereus hexagonus,CEHE3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6469,Cereus hildmannianus,Cereus hildmannianus,CEHI3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6470,sweetpotato cactus,Cereus spp.,CEREU,37,,H,8,,,,,,,,,,,
6472,biut,Ceriops tagal,CETA2,37,,H,8,,,,,,,,,,,
6473,orange jessamine,Cestrum aurantiacum,CEAU2,37,,H,8,,,,,,,,,,,
6474,day jessamine,Cestrum diurnum,CEDI6,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6475,galen del monte,Cestrum laurifolium,CELA2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6477,night jessamine,Cestrum nocturnum,CENO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6478,jessamine,Cestrum spp.,CESTR,37,,H,8,,,,,,,,,,,
6481,jointed sandmat,Chamaesyce articulata,CHAR8,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6482,koko,Chamaesyce atrococca,CHAT2,37,,H,8,,,,,,,,,,,
7190,Flueggea acidoton,Flueggea acidoton,FLAC,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7191,poumuli,Flueggea flexuosa,FLFL4,37,,H,8,,,,,,,,,,,
7192,mehamehame,Flueggea neowawraea,FLNE,37,,H,8,,,,,,,,,,,
7193,bushweed,Flueggea spp.,FLUEG,37,,H,8,,,,,,,,,,,
7194,inkbush,Forestiera eggersiana,FOEG,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7195,caca ravet,Forestiera rhamnifolia,FORH,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7196,Florida swampprivet,Forestiera segregata,FOSE,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7198,oval kumquat,Fortunella margarita,FOMA2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7200,California buckthorn,Frangula californica,FRCA12,37,,H,8,,,,,,,,,,,
7202,West Indian buckthorn,Frangula sphaerosperma,FRSPL,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7206,shamel ash,Fraxinus uhdei,FRUH,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7207,Bolivian fuchsia,Fuchsia boliviana,FUBO,37,,H,8,,,,,,,,,,,
7208,shrubby fuchsia,Fuchsia paniculata,FUPA2,37,,H,8,,,,,,,,,,,
7209,fuchsia,Fuchsia spp.,FUCHS,37,,H,8,,,,,,,,,,,
7210,silkrubber,Funtumia elastica,FUEL,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7211,avocado,Persea americana,PEAM3,37,146,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7212,Gourka,Garcinia dulcis,GADU3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7213,lemon saptree,Garcinia hessii,GAHE5,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7214,mangosteen,Garcinia mangostana,GAMA10,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7215,tilol,Garcinia matsudai,GAMA8,37,,H,8,,,,,,,,,,,
7216,none,Garcinia myrtifolia,GAMY,37,,H,8,,,,,,,,,,,
7217,konpuil,Garcinia ponapensis,GAPO4,37,,H,8,,,,,,,,,,,
7218,palo de cruz,Garcinia portoricensis,GAPO2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7219,tilol,Garcinia rumiyo,GARU3,37,,H,8,,,,,,,,,,,
7220,Garcinia quadrilocularis,Garcinia quadrilocularis,GAQU2,37,,H,8,,,,,,,,,,,
7221,Garcinia,Garcinia spp.,GARCI,37,,H,8,,,,,,,,,,,
7223,Garcinia xanthochymus,Garcinia xanthochymus,GAXA,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7224,forest gardenia,Gardenia brighamii,GABR,37,,H,8,,,,,,,,,,,
7225,Oahu gardenia,Gardenia mannii,GAMA6,37,,H,8,,,,,,,,,,,
7226,Remys gardenia,Gardenia remyi,GARE,37,,H,8,,,,,,,,,,,
7227,gardenia,Gardenia spp.,GARDE,37,,H,8,,,,,,,,,,,
7228,Tahitian gardenia,Gardenia taitensis,GATA,37,,H,8,,,,,,,,,,,
7229,manuai vivao,Garuga floribunda,GAFL8,37,,H,8,,,,,,,,,,,
7231,llume,Gaussia attenuata,GAAT,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7233,taipoipo,Geniostoma rupestre,GERU3,37,,H,8,,,,,,,,,,,
7235,jagua,Genipa americana,GEAM,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7237,arbol de Navidad,Gesneria pedunculosa,GEPE4,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7239,bastard gregre,Ginoria rohrii,GIRO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7241,Gironniera celtidifolia,Gironniera celtidifolia,GICE2,37,,H,8,,,,,,,,,,,
7245,quickstick,Gliricidia sepium,GLSE2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7247,masame,Glochidion cuspidatum,GLCU,37,,H,8,,,,,,,,,,,
7248,Glochidion marianum,Glochidion marianum,GLMA9,37,,H,8,,,,,,,,,,,
7249,masame,Glochidion ramiflorum,GLRA4,37,,H,8,,,,,,,,,,,
7250,Glochidion,Glochidion spp.,GLOCH,37,,H,8,,,,,,,,,,,
7251,belau,Gmelina elliptica,GMEL,37,,H,8,,,,,,,,,,,
7252,blacheos,Gmelina palawensis,GMPA,37,,H,8,,,,,,,,,,,
7253,Gmelina,Gmelina spp.,GMELI,37,,H,8,,,,,,,,,,,
7254,Gnetum gnemon,Gnetum gnemon,GNGN,37,,H,8,,,,,,,,,,,
7256,mata buey,Goetzea elegans,GOEL,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7257,Glochidion kanehirae,Glochidion kanehirae,GLKA,37,,H,8,,,,,,,,,,,
7258,grand merisier,Gomidesia lindeniana,GOLI,37,987,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7260,Goniothalamus carolinensis,Goniothalamus carolinensis,GOCA2,37,,H,8,,,,,,,,,,,
7262,Creole cotton,Gossypium barbadense,GOBA,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7956,oleander,Nerium oleander,NEOL,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7958,keahi,Nesoluma polynesicum,NEPO,37,,H,8,,,,,,,,,,,
7960,Hawaii olive,Nestegis sandwicensis,NESA2,37,,H,8,,,,,,,,,,,
7961,nestegis,Nestegis spp.,NESTE,37,,H,8,,,,,,,,,,,
7962,"kalm, aralm",Neuburgia celebica,NECE,37,,H,8,,,,,,,,,,,
7964,tree tobacco,Nicotiana glauca,NIGL,37,,H,8,,,,,,,,,,,
7965,tobacco,Nicotiana spp.,NICOT,37,,H,8,,,,,,,,,,,
7966,smallflower aiea,Nothocestrum breviflorum,NOBR2,37,,H,8,,,,,,,,,,,
7967,broadleaf aiea,Nothocestrum latifolium,NOLA,37,,H,8,,,,,,,,,,,
7968,longleaf aiea,Nothocestrum longifolium,NOLO,37,,H,8,,,,,,,,,,,
7969,Oahu aiea,Nothocestrum peltatum,NOPE,37,,H,8,,,,,,,,,,,
7970,aiea,Nothocestrum spp.,NOTHO3,37,,H,8,,,,,,,,,,,
7971,kaala rockwort,Nototrichium humile,NOHU,37,,H,8,,,,,,,,,,,
7972,Hawaii rockwort,Nototrichium sandwicense,NOSA,37,,H,8,,,,,,,,,,,
7974,"toechel, teuechel",Nypa fruticans,NYFR2,37,,H,8,,,,,,,,,,,
7976,African bird's-eye bush,Ochna mossambicensis,OCMO4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7977,ochna,Ochna spp.,OCHNA,37,,H,8,,,,,,,,,,,
7978,Thomas birds-eye bush,Ochna thomasiana,OCTH,37,,H,8,,,,,,,,,,,
