SPCD,COMMON_NAME,Species,SPECIES_SYMBOL,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,SFTWD_HRDWD,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT
8645,spathodea,Spathodea spp.,SPATH,37,,H,8,,,,,,,,,,,
8646,Spiraeanthemum samoense,Spiraeanthemum samoense,SPSA7,37,,H,8,,,,,,,,,,,
8648,mescal bean,Sophora secundiflora,SOSE3,37,,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8403
8649,Spondias dulcis,Spondias dulcis,SPDU3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8650,yellow mombin,Spondias mombin,SPMO,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8651,Anacahuita Texas Olive,Cordia boissieri,COBO2,29,203,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8430,togo vao,Rapanea myricifolia,RAMY,37,,H,8,,,,,,,,,,,
8653,Spondias,Spondias spp.,SPOND,37,,H,8,,,,,,,,,,,
8654,cobana negra,Stahlia monosperma,STMO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8655,ngmui,Stemonurus ammui,STAM10,37,,H,8,,,,,,,,,,,
8656,titmel,Spondias pinnata,SPPI4,37,,H,8,,,,,,,,,,,
8660,maras,Soulamea amara,SOAM2,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8664,Panama tree,Sterculia apetala,STAP,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8665,fanaio,Sterculia fanaiho,STFA5,37,,H,8,,,,,,,,,,,
8666,hazel sterculia,Sterculia foetida,STFO2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8667,Sterculia palauensis,Sterculia palauensis,STPA20,37,,H,8,,,,,,,,,,,
8669,anthropophagorum,Streblus anthropophagorum,STAN9,37,,H,8,,,,,,,,,,,
8670,Hawaii roughbush,Streblus pendulinus,STPE3,37,,H,8,,,,,,,,,,,
8671,streblus,Streblus spp.,STREB,37,,H,8,,,,,,,,,,,
8674,palo de jazmin,Styrax portoricensis,STPO3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8676,bay cedar,Suriana maritima,SUMA2,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8678,mahogany,Swietenia spp.,SWIET,37,995,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8679,Honduras mahogany,Swietenia macrophylla,SWMA,37,995,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8683,nispero cimarron,Symplocos lanata,SYLA2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8684,Martinique sweetleaf,Symplocos martinicensis,SYMA,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8685,aceitunilla,Symplocos micrantha,SYMI3,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8687,"chebtui, ebtui",Symplocos racemosa,SYRA6,37,,H,8,,,,,,,,,,,
8689,turpentine tree,Syncarpia glomulifera,SYGL,37,,H,8,,,,,,,,,,,
8690,turpentine tree,Syncarpia spp.,SYNCA,37,,H,8,,,,,,,,,,,
8691,Miracle Berry,Synsepalum dulcificum,SYDU,37,,H,8,,,,,,,,,,,
8694,watery roseapple,Syzygium aqueum,SYAQ,37,,H,8,,,,,,,,,,,
8695,asi,Syzygium brevifolium,SYBR3,37,,H,8,,,,,,,,,,,
8696,popona,Syzygium carolinense,SYCA4,37,,H,8,,,,,,,,,,,
8697,asi vai,Syzygium clusiifolium,SYCL,37,,H,8,,,,,,,,,,,
8699,asi vai,Syzygium dealatum,SYDE3,37,,H,8,,,,,,,,,,,
8700,asi,Syzygium inophylloides,SYIN2,37,,H,8,,,,,,,,,,,
8701,Syzygium jambos,Syzygium jambos,SYJA,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8702,Malaysian apple,Syzygium malaccense,SYMA2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8703,popona,Syzygium richii,SYRI3,37,,H,8,,,,,,,,,,,
8704,nonu vao,Syzygium samarangense,SYSA3,37,,H,8,,,,,,,,,,,
8705,fena vao,Syzygium samoense,SYSA6,37,,H,8,,,,,,,,,,,
8706,ohia ha,Syzygium sandwicense,SYSA,37,,H,8,,,,,,,,,,,
8708,syzygium,Syzygium spp.,SYZYG,37,,H,8,,,,,,,,,,,
8709,roble amarillo,Tabebuia chrysantha,TACH3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8710,primavera,Tabebuia donnell-smithii,TADO2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8712,roble cimarron,Tabebuia haemantha,TAHA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8713,white cedar,Tabebuia heterophylla,TAHE,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8714,pink tabebuia,Tabebuia pallida,TAPA10,37,,H,8,,,,,,,,,,,
8715,roble de sierra,Tabebuia rigida,TARI,37,987,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8716,pink trumpet-tree,Tabebuia rosea,TARO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8717,roble colorado,Tabebuia schumanniana,TASC2,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8718,trumpet-tree,Tabebuia spp.,TABEB,37,,H,8,,,,,,,,,,,
8719,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,TAAU3,37,,H,8,,,,,,,,,,,
8720,milkwood,Tabernaemontana citrifolia,TACI,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8722,Pulu,Tabernaemontana pandacaqui,TAPA13,37,,H,8,,,,,,,,,,,
8727,Athel tamarisk,Tamarix aphylla,TAAP,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8737,manunu,Tarenna sambucina,TASA2,37,,H,8,,,,,,,,,,,
8741,chestnutleaf trumpetbush,Tecoma castanifolia,TECA9,37,,H,8,,,,,,,,,,,
8743,yellow trumpetbush,Tecoma stans,TEST,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8744,teak,Tectona grandis,TEGR,37,995,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8745,tectona,Tectona spp.,TECTO,37,,H,8,,,,,,,,,,,
8748,tropical almond,Terminalia spp.,TERMI,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8749,kehma,Terminalia carolinensis,TECA16,37,,H,8,,,,,,,,,,,
8750,tropical almond,Terminalia catappa,TECA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8751,"esemiich, chesemiich",Terminalia crassipes,TECR3,37,,H,8,,,,,,,,,,,
8752,"esemiich, chesemiich",Terminalia edulis,TEED,37,,H,8,,,,,,,,,,,
8753,strand tree,Terminalia litoralis,TELI7,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8754,Ivory Coast almond,Terminalia ivorensis,TEIV2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8755,tropical almond,Terminalia kaernbachii,TEKA4,37,,H,8,,,,,,,,,,,
8756,East Indian almond,Terminalia myriocarpa,TEMY,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8757,Peruvian almond,Terminalia oblonga,TEOB,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8758,malili,Terminalia richii,TERI3,37,,H,8,,,,,,,,,,,
8759,talie,Terminalia samoensis,TESA2,37,,H,8,,,,,,,,,,,
8761,superb terminalia,Terminalia superba,TESU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8762,saintedwood,Ternstroemia heptasepala,TEHE3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8763,palo colorado,Ternstroemia luquillensis,TELU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8764,copey vera,Ternstroemia peduncularis,TEPE,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8766,mamey de cura,Ternstroemia stahlii,TEST3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8767,el yunque colorado,Ternstroemia subsessilis,TESU,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8768,masa,Tetragastris balsamifera,TEBA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8770,Flynnsohe,Tetraplasandra flynnii,TEFL5,37,,H,8,,,,,,,,,,,
8771,Koolau Rangeohe,Tetraplasandra gymnocarpa,TEGY,37,,H,8,,,,,,,,,,,
8772,Hawaii ohe,Tetraplasandra hawaiensis,TEHA2,37,,H,8,,,,,,,,,,,
8773,ohe ohe,Tetraplasandra kavaiensis,TEKA3,37,,H,8,,,,,,,,,,,
8774,ohe mauka,Tetraplasandra oahuensis,TEOA,37,,H,8,,,,,,,,,,,
8775,tetraplasandra,Tetraplasandra spp.,TETRA11,37,,H,8,,,,,,,,,,,
8776,Mt. Waialeale ohe,Tetraplasandra waialealae,TEWA,37,,H,8,,,,,,,,,,,
8777,ohe kiko ola,Tetraplasandra waimeae,TEWA3,37,,H,8,,,,,,,,,,,
8778,stinkingfish,Tetrazygia angustifolia,TEAN2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8779,Florida clover ash,Tetrazygia bicolor,TEBI,37,,H,8,,,,,,,,,,,
8780,Puerto Rico clover ash,Tetrazygia biflora,TEBI2,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8781,krekre,Tetrazygia elaeagnoides,TEEL,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8783,cenizo,Tetrazygia urbanii,TEUR,37,987,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8784,cacao,Theobroma cacao,THCA,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8786,maga,Thespesia grandiflora,THGR2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8787,Portia tree,Thespesia populnea,THPO3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8788,thespesia,Thespesia spp.,THESP,37,,H,8,,,,,,,,,,,
8789,luckynut,Thevetia peruviana,THPE3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8793,ceboruquillo,Thouinia striata,THST2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8794,Puerto Rico ceboruquillo,Thouinia striata,THSTP,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8799,Timonius albus,Timonius albus,TIAL2,37,,H,8,,,,,,,,,,,
8800,kehn,Timonius ledermanii,TILE4,37,,H,8,,,,,,,,,,,
8801,tuhke duwehte kamal,Timonius ponapensis,TIPO5,37,,H,8,,,,,,,,,,,
8803,Brazilian glorytree,Tibouchina granulosa,TIGR3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8804,glorytree,Tibouchina spp.,TIBOU,37,,H,8,,,,,,,,,,,
8589,flor de San Jose,Senna atomaria,SEAT3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8806,Timonius corymbosus,Timonius corymbosus,TICO7,37,,H,8,,,,,,,,,,,
8807,Timonius mollis,Timonius mollis,TIMO4,37,,H,8,,,,,,,,,,,
8808,Timonius,Timonius spp.,TIMON,37,,H,8,,,,,,,,,,,
8809,Timonius subauritus,Timonius subauritus,TISU3,37,,H,8,,,,,,,,,,,
8810,Timonius timon,Timonius timon,TITI,37,,H,8,,,,,,,,,,,
8811,redcedar,Toona spp.,TOONA,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8812,Australian redcedar,Toona ciliata,TOCI,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8815,tipa,Tipuana tipu,TITI2,37,990,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8816,boje,Torralbasia cuneifolia,TOCU,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8822,olona,Touchardia latifolia,TOLA,37,,H,8,,,,,,,,,,,
8823,touchardia,Touchardia spp.,TOUCH,37,,H,8,,,,,,,,,,,
8824,velvetleaf soldierbush,Tournefortia argentea,TOAR2,37,,H,8,,,,,,,,,,,
8825,cold withe,Tournefortia filiflora,TOFI,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8826,soldierbush,Tournefortia spp.,TOURN,37,,H,8,,,,,,,,,,,
8827,magele,Trema cannabina,TRCA33,37,,H,8,,,,,,,,,,,
8828,Lamarck's trema,Trema lamarckianum,TRLA2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8829,Jamaican nettletree,Trema micranthum,TRMI2,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8831,oriental trema,Trema orientalis,TROR,37,,H,8,,,,,,,,,,,
8832,trema,Trema spp.,TREMA,37,,H,8,,,,,,,,,,,
8833,broomstick,Trichilia hirta,TRHI3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8834,gaita,Trichilia pallida,TRPA2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8836,bariaco,Trichilia triacantha,TRTR8,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8837,Trichospermum ikutai,Trichospermum ikutai,TRIK,37,,H,8,,,,,,,,,,,
8838,"elsau, oleiulakersus",Trichospermum ledermannii,TRLE8,37,,H,8,,,,,,,,,,,
8839,maouli,Trichospermum richii,TRRI9,37,,H,8,,,,,,,,,,,
8842,limeberry,Triphasia trifolia,TRTR7,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8843,Triplaris spp.,Triplaris spp.,TRIPL5,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8844,ant tree,Triplaris cumingiana,TRCU6,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8846,faia,Tristiropsis obtusangula,TROB7,37,,H,8,,,,,,,,,,,
8848,white ramoon,Trophis racemosa,TRRA4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8849,Trukia carolinensis,Trukia carolinensis,TRCA7,37,,H,8,,,,,,,,,,,
8850,muttonwood,Turpinia occidentalis,TUOC,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8851,Chinese elm,Ulmus parvifolia,ULPA,37,,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8099
8853,scratchbush,Urera baccifera,URBA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8854,flameberry,Urera caracasana,URCA2,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8855,ortiga,Urera chlorocarpa,URCH2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8856,hopue,Urera glabra,URGL,37,,H,8,,,,,,,,,,,
8857,opuhe,Urera kaalae,URKA,37,,H,8,,,,,,,,,,,
8858,urera,Urera spp.,URERA,37,,H,8,,,,,,,,,,,
8860,farkleberry,Vaccinium arboreum,VAAR,37,,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8326
8861,voa vanga,Vangueria madagascariensis,VAMA5,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8863,Vavaea pauciflora,Vavaea pauciflora,VAOA5,37,,H,8,,,,,,,,,,,
8866,Manila palm,Veitchia merrillii,VEME3,37,,H,8,,,,,,,,,,,
8868,Sterculia ponapensis,Sterculia ponapensis,STPO10,37,,H,8,,,,,,,,,,,
8869,mu oil tree,Vernicia montana,VEMO3,37,,H,8,,,,,,,,,,,
8870,vernicia,Vernicia spp.,VERNI,37,,H,8,,,,,,,,,,,
8871,lilac chastetree,Vitex agnus-castus,VIAG,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8872,"bars, beokel",Vitex cofassus,VICO17,37,,H,8,,,,,,,,,,,
8873,higuerillo,Vitex divaricata,VIDI2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8874,smallflower chastetree,Vitex parviflora,VIPA6,37,,H,8,,,,,,,,,,,
8875,chastetree,Vitex spp.,VITEX,37,,H,8,,,,,,,,,,,
8652,purple mombin,Spondias purpurea,SPPU,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8723,Tabernaemontana rotensis,Tabernaemontana rotensis,TARO3,37,,H,8,,,,,,,,,,,
8879,rusty blackhaw,Viburnum rufidulum,VIRU,37,,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8326
8881,Wallenia lamarckiana,Wallenia lamarckiana,WALA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8884,ateate,Wedelia biflora,WEBI,37,,H,8,,,,,,,,,,,
8886,Weinmannia affinis,Weinmannia affinis,WEAF,37,,H,8,,,,,,,,,,,
8887,bastard briziletto,Weinmannia pinnata,WEPI,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8889,alpine false ohelo,Wikstroemia bicornuta,WIBI,37,,H,8,,,,,,,,,,,
8890,forest false ohelo,Wikstroemia furcata,WIFU,37,,H,8,,,,,,,,,,,
8891,montane false ohelo,Wikstroemia monticola,WIMO,37,,H,8,,,,,,,,,,,
8892,Oahu false ohelo,Wikstroemia oahuensis,WIOA,37,,H,8,,,,,,,,,,,
8895,Hawaii false ohelo,Wikstroemia phillyreifolia,WIPH2,37,,H,8,,,,,,,,,,,
8896,Kohala false ohelo,Wikstroemia pulcherrima,WIPU,37,,H,8,,,,,,,,,,,
8897,variableleaf false ohelo,Wikstroemia sandwicensis,WISA,37,,H,8,,,,,,,,,,,
8898,Skottsbergs false ohelo,Wikstroemia skottsbergiana,WISK,37,,H,8,,,,,,,,,,,
8899,false ohelo,Wikstroemia spp.,WIKST,37,,H,8,,,,,,,,,,,
8900,hairy false ohelo,Wikstroemia villosa,WIVI,37,,H,8,,,,,,,,,,,
8901,tallow wood,Ximenia americana,XIAM,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8903,lalanyog,Xylocarpus granatum,XYGR,37,,H,8,,,,,,,,,,,
8904,leilei,Xylocarpus moluccensis,XYMO2,37,,H,8,,,,,,,,,,,
8905,Xylocarpus,Xylocarpus spp.,XYLOC2,37,,H,8,,,,,,,,,,,
8906,mucha-gente,Xylosma buxifolia,XYBU,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8907,sawtooth logwood,Xylosma crenata,XYCR,37,,H,8,,,,,,,,,,,
8908,Hawaii brushholly,Xylosma hawaiiensis,XYHA,37,,H,8,,,,,,,,,,,
8909,Xylosma nelsonii,Xylosma nelsonii,XYNE2,37,,H,8,,,,,,,,,,,
8910,spiny logwood,Xylosma pachyphylla,XYPA2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8911,Xylosma samoensis,Xylosma samoensis,XYSA,37,,H,8,,,,,,,,,,,
8912,white logwood,Xylosma schaefferioides,XYSC2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8913,Schwaneck's logwood,Xylosma schwaneckeana,XYSC3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8915,xylosma,Xylosma spp.,XYLOS,37,,H,8,,,,,,,,,,,
8916,aloe yucca,Yucca aloifolia,YUAL,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8918,moundlily yucca,Yucca gloriosa,YUGL2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8919,bluestem yucca,Yucca guatemalensis,YUGU,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8923,Maricao pricklyash,Zanthoxylum bifoliolatum,ZABI,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8924,prickly yellow,Zanthoxylum caribaeum,ZACA3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8925,kawau,Zanthoxylum dipetalum,ZADI,37,,H,8,,,,,,,,,,,
8928,West Indian satinwood,Zanthoxylum flavum,ZAFL,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8929,Hawaii pricklyash,Zanthoxylum hawaiiense,ZAHA,37,,H,8,,,,,,,,,,,
8930,Kauai pricklyash,Zanthoxylum kauaense,ZAKA,37,,H,8,,,,,,,,,,,
8931,white pricklyash,Zanthoxylum martinicense,ZAMA,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8932,yellow prickle,Zanthoxylum monophyllum,ZAMO,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8933,Oahu pricklyash,Zanthoxylum oahuense,ZAOA,37,,H,8,,,,,,,,,,,
8934,dotted pricklyash,Zanthoxylum punctatum,ZAPU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8935,niaragato,Zanthoxylum spinifex,ZASP,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
8936,pricklyash,Zanthoxylum spp.,ZANTH,37,,H,8,,,,,,,,,,,
8937,St. Thomas pricklyash,Zanthoxylum thomasianum,ZATH,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
