monthlo,monthhi,timelo,timehi,shaded,aspect,slope,level,correction
11,12,18,19,n,S,hi,l,5
11,12,18,19,n,S,lo,a,6
11,12,18,19,n,S,lo,b,4
11,12,18,19,n,S,lo,l,5
11,12,18,19,n,W,hi,a,6
11,12,18,19,n,W,hi,b,4
11,12,18,19,n,W,hi,l,5
11,12,18,19,n,W,lo,a,6
11,12,18,19,n,W,lo,b,4
11,12,18,19,n,W,lo,l,5
11,12,18,19,y,E,hi,a,6
11,12,18,19,y,E,hi,b,4
11,12,18,19,y,E,hi,l,5
11,12,18,19,y,E,lo,a,6
11,12,18,19,y,E,lo,b,4
11,12,18,19,y,E,lo,l,5
11,12,18,19,y,N,hi,a,6
11,12,18,19,y,N,hi,b,4
11,12,18,19,y,N,hi,l,5
11,12,18,19,y,N,lo,a,6
11,12,18,19,y,N,lo,b,4
11,12,18,19,y,N,lo,l,5
11,12,18,19,y,S,hi,a,6
11,12,18,19,y,S,hi,b,4
11,12,18,19,y,S,hi,l,5
11,12,18,19,y,S,lo,a,6
11,12,18,19,y,S,lo,b,4
11,12,18,19,y,S,lo,l,5
11,12,18,19,y,W,hi,a,6
11,12,18,19,y,W,hi,b,4
11,12,18,19,y,W,hi,l,5
11,12,18,19,y,W,lo,a,6
11,12,18,19,y,W,lo,b,4
11,12,18,19,y,W,lo,l,5
